"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89"
"LRR1" -0.388314926906272 0.510023949192466 -1.1710293878615 -0.758120182109023 1.37200790720906 -0.131367603640184 0.313002397294226 0.57603088679909 0.0117834803471002 1.58313024411676 0.416606187802045 -1.3665534627696 -0.158232499913125 -1.27328214285829 -1.31573339099023 0.619742785926621 0.550966477186216 0.768676965115893 -1.05083106450051 0.344175018811146 -0.332583304177 0.735795645742779 1.28518323216129 0.538861092866321 -0.350805214632546 -0.44726793871029 -0.0832225630786417 -1.42102374869814 1.4622078923199 -1.10040700434293 2.57719418109928 -0.687771483584739 0.806748253112253 -0.183556651190537 0.0570199799609335 -1.41735443735994 2.44775475407585 0.584692112350652 0.0837715558852767 0.66884100839869 -0.351505686923424 -1.4824430268257 -0.910973750773903 1.28699015937526 -0.108376748244472 -0.303103176113493 1.20670632334852 -0.823945769015803 -0.112130019235489 1.02947160793557 -1.26755550032349 -1.182136493036 -0.780278822006046 0.881868941989673 -0.310175378997705 -0.312119649338309 -0.66202378059302 -0.144560863926529 0.879613862540057 -0.0510942274624484 -1.12485148087425 0.145337900575618 -0.186786298997972 0.173847288322846 -1.06386327672017 0.234775610565766 2.18747260404898 -0.302607986672949 0.835388251213119 -0.192607221490315 0.557260323652201 -0.186733805339068 -0.108120442382812 -1.39626379330985 0.747095457751382 -1.52264617804304 -0.541717330604974 0.425002409152606 -2.05710401924631 -1.22494762289621 -0.564726642089212 1.9994275189529 2.39921708810461 -0.768682120257948 -1.60468854757786 0.130094356106685 0.761979914996923 0.753892837168143 0.336568203067545
"CREB5" -0.285021811635684 0.419368824263436 -0.686040917513353 -0.447743642358168 0.93628402790713 3.57658460419467 -0.0844204265825043 -0.786310276172413 -0.00039587407141025 1.31538536367564 -1.03631592999193 0.850756604297798 0.605305880942415 -0.847952749750181 -0.472057895246421 0.005854958821839 -0.326879598968028 -0.745979003332942 1.91319656785476 0.0499703010062051 0.655420334101057 0.187411690184055 -1.15388099117217 0.142318609319709 0.906932599547927 0.996194848785433 0.361108967413276 0.106774364531158 -0.290265047507286 -0.52914164858413 -1.15494702789173 -0.250896161987811 -0.643147607029955 2.12072899233828 0.317937326739403 -0.593476115123597 1.54027617817336 0.650131989267798 -0.746774900684696 -1.2494020839183 -0.384425214460471 -0.894658258447484 0.386899967576461 -0.968428790732136 0.498166803439652 -1.79871973907988 -0.921911327483565 -0.687251770671938 0.116595029987919 -1.30050979937401 0.0890934489836891 -0.0639707737181038 0.784103359406584 -0.666754257281557 -2.27042598885509 -0.595085219297458 1.32405821122849 0.70618756604516 2.57067849771263 -0.277670894558133 0.88282880474196 0.519580900688708 0.599402338943681 -0.719216601875897 -0.025329489967346 1.10894075925864 -1.23535938996579 -1.04543084366652 0.108849079279455 0.104799261658834 -1.39619576145444 -0.652215269682812 -0.513047714672096 1.24227269505241 -0.816289719022305 0.784430109712571 2.47769027431884 -0.405732343857247 -1.10181264027084 0.595880561969431 -1.17873958688793 -0.234481617414088 -1.38360585271193 -0.349057067788087 0.00227953741737777 0.511304206367526 -0.0975566435988151 0.420163595146238 0.822784244017062
"ESCO2" -0.658325186788468 1.13622353884101 -0.0398626990540668 0.262100414257146 -0.150911087120197 -0.0881547553365451 1.40523935035705 0.436787437415581 -0.0955062252565649 2.19888648324961 -0.382907764536541 -0.496519640394128 -0.275923226397192 0.534217372505854 0.348242702219497 0.32003783827192 1.5476820445835 1.22820961772827 -0.588328784474672 0.104049366573969 -0.491870137446211 0.0377885240029307 0.667517982397172 -2.186585309823 1.50068302125479 -0.73200033063988 -1.00989006912692 -0.277756788182045 1.08487494072824 -0.056090925435193 0.237580478340869 -0.331251382361096 -0.83514112150645 1.0355770201586 0.0857143816397818 -2.76950291138307 -0.663052127299505 -0.0254100187991118 0.185371391723873 1.01810671946351 0.580270185698203 -0.165931023975933 0.630030222576777 0.924563175310831 0.0533621052505169 0.54826291290727 -0.315687014526124 0.628216656296493 -0.59159578496953 1.32060031960779 -0.538377119278883 -0.749494901537019 -1.40034767093259 0.770201013245549 0.0510461796961686 0.437760755552792 -1.50117777142206 0.854681843197262 0.80656731972628 -0.25830410998207 -1.92765829662325 -1.35658970571338 -0.0013945158795893 0.74585725031709 -0.793469339900147 1.20399236063889 2.30436057360145 0.739976555403967 0.0305911677906961 -0.795854332104751 0.171148631919411 -0.598491765818622 -0.21646319880601 0.110005480279829 0.131932303373942 -0.823748094936979 -0.739400056031398 -0.261452354267295 -2.67177296378877 0.282115796731655 1.2755603358289 0.238286257053075 2.00332917279486 -1.37546650167005 -2.60107563613693 -0.642687665037843 -0.477392621897648 1.24457633329001 -0.503362597205206
"ANLN" -0.273209532518476 0.429930334769252 -0.674139644242299 0.859564976909813 0.949905860070382 1.94523844489243 0.52369570026645 0.368432896882024 -0.354624500731712 1.508968531564 -1.16530426216417 0.380422691964086 -0.0193339603569767 -0.367234874636863 -1.20073194001251 1.14866554468497 0.649305654203212 0.199197783647901 -0.798737601487196 0.537682723991155 0.22147740000008 0.846728895259673 0.411290148280591 -1.01368653883384 0.586213313838195 -1.4913534166918 -1.38897038718691 -1.25792177715049 0.302266266323574 -0.80857859380618 -0.446163472283343 -1.03186710516619 1.07724884133848 0.0468441202405207 0.0932584727879541 -0.476832916518659 1.09178457016805 0.786907428486315 0.864258750132876 0.372919304800875 -0.219091835383882 -0.737500224028551 0.533482745054584 0.323877096047088 0.607281611060893 -0.360985600214475 -0.0402960603746309 0.88042760694519 -0.87992161393199 2.2568746354975 0.351425680339756 -2.07728018981513 -2.99509843763068 0.593834106018884 -0.307318303686049 0.0793884362890584 0.718645560474881 1.22827903472314 1.89932358354336 0.381871845211464 -1.14446934633573 -1.47195071260354 0.0915611381140536 -0.341961175981585 -1.87754717000764 1.32158838118266 0.925295116427218 -0.0598582413905638 0.640254371046441 0.578065081275873 -1.58835982567569 0.792361372201825 0.954174123807085 0.972366504479916 -0.462400896327109 -0.566878989426481 -0.251885119030823 0.18584470525145 -1.98082044900358 0.0702191533575252 0.196488581245735 0.59903865884675 0.890275655135359 -1.46504124381158 -2.78778292391889 -0.188073156864655 -0.101445256710628 0.384547781698699 0.0156560751622841
"TPX2" -0.89761239955808 -0.241998220092358 -0.182502371092583 0.183651947488746 0.234858124966188 -0.045266582874353 -0.36297552802086 1.31011004318789 0.0077928263787168 1.34108630285035 -1.24942405856592 0.298743690135311 0.487946843936456 -0.548944304876274 -0.344486177748565 0.428398099357293 0.151639259203023 0.578527887751444 -0.697176118170303 1.01285989050792 0.0574086515633135 0.670937408247279 0.195986727621704 -0.830118638945247 0.123944818979057 -0.940249493051242 -0.463879229001374 -0.6248248519541 0.239980272960978 -0.988246339085324 -0.451102097909709 -0.244698400518541 1.23221309986156 0.961859475177793 0.481475353420134 -0.076304604156528 0.0721135977671306 0.218050690677502 0.176183516052354 1.69669868295163 2.03991102586931 0.449314202031629 0.221790832779709 1.18513833803201 0.607952408961487 0.0692560387532909 0.430675555359699 -0.452956374988759 -0.400163086266781 0.909743497006494 -0.392959892714107 -1.85376829484212 -2.78978833945913 -0.0834359193698276 -0.109643150316898 -0.642980588269279 -0.428341662306211 -0.241186921747938 1.80561307210707 0.0926370682475164 -2.40777213690864 -2.29383014057922 0.536736586541766 0.371803331954261 -1.6958776237738 0.878412419669345 0.964353750359832 0.769381007164397 0.195778113386269 1.05147966222845 -0.329842538689964 0.856637281297765 0.795018344410381 0.99009574968867 0.467856884312308 -1.0130859169383 0.298607840119642 1.08828780481756 -2.87639785259051 -1.18330137036115 0.795241231822563 1.75310635741957 0.447763944793263 -0.998664708941914 -2.65007195526556 0.0520353056064684 -0.960830941411069 1.03950565800521 -0.331891692427152
"PRIM2" -0.437265696981905 0.428406175966297 -0.927395070646498 1.16224699896178 0.848973338099024 -0.709598544726465 0.211393389250073 -0.305884843659258 -0.987212720192436 2.05033449420599 0.0417858999350593 -0.509269355790993 -1.13605433954235 0.520418181694393 -1.30764950364228 0.585824246863519 0.356048634556651 3.70124028212977 -0.0295359808310991 -0.0845061330089022 -1.0333594660406 -0.362513700626913 0.170272018336371 -0.34604889992606 0.720550092669194 -0.670233350940978 -0.773122411531086 0.327053417067372 0.0164328918884422 0.0198638966076424 -1.25078824721617 -0.768142985256953 0.225507409601208 1.01243793567185 -0.950792426932859 -0.274473637459886 0.752937891428408 -0.0761416137792438 -0.62306030265055 0.232238649761053 0.108674476680824 -0.985433606730644 -0.231684958497054 -2.07497374716297 -0.11345577890491 -0.76822547938396 0.346906724084399 0.284295119232109 -0.408306697379346 -0.151005543989451 -0.725968466644098 -1.46308503968225 -0.493959352143758 0.13743764110643 -0.000891610073564701 -0.384184774763797 0.576558077319404 -0.238693525879312 2.90715978139716 2.33590869555602 -1.10174297915156 0.581852914952454 -0.483868843022291 1.06291017336923 -0.3666113785209 0.266027008949248 2.41790509162529 1.06646742185459 0.725946301294397 -1.9532338732626 1.25501163614659 0.423654145459683 0.805586302586199 -0.285246614451921 0.645004328001062 -1.12165782842174 -0.750957689661721 -0.278766180025295 -1.16181158586131 -0.887777078976684 -0.119945335443508 0.382285599406819 1.44555471506696 -0.400540262571126 -2.13963305795935 0.305237284072243 0.462390975382806 0.724273181416105 0.00369708029444235
"E2F8" -0.110172250200893 -0.558070180745267 -0.341246663824001 0.914993557852962 -0.126515084326146 0.656654405917751 -0.620358104681107 0.749778317848828 -0.286473152827755 0.691634054085457 -0.96616470209029 1.22200317728667 0.0422442008439515 0.455937118322937 -0.00688973700659668 0.941767510752396 0.739547141355682 0.652212171228697 -1.16948807543294 0.869139282978269 0.243066582789699 1.54594396098409 0.191429660552446 0.641081456961294 0.393629614429982 -0.848133487289015 -0.679044754661651 -2.8706755545107 -0.0688849771177607 -1.06451392859031 -1.81174454771113 0.0952552520746812 1.81971936179477 0.919555579826979 0.894045007966879 -0.496215366558361 -0.778556394856201 0.722092437652197 -0.382103628721773 0.472182996705548 1.20412386023445 -0.571747869670838 -0.0414279617625292 0.261900075407156 0.102042077084143 0.321291187614041 -0.71265382783226 0.105591820008291 -0.64721062196315 0.144060064639965 -0.192655641101255 -0.812796677618607 -1.70908964151724 -1.00942771798852 -0.417967437540221 -1.29960754562003 0.0508822095007049 -0.586338993784894 2.83408982195375 0.785801687889981 -1.18485556667226 -1.85169520457791 0.619714076661698 1.32248618091725 -1.65453691684421 0.366646674436829 0.344384806680134 0.753285962838559 0.584011230700171 0.912727131810687 0.0268512354040262 1.7265974523466 1.546859112183 0.912327779761834 2.04713687938852 -1.05619139356141 -0.868288636480939 -1.89441271246904 -0.98116721779542 -0.462925924300375 0.522615913650215 0.99563023357866 -0.56363959459956 -1.02741709957582 -1.95599835360019 0.1686456406969 -0.606290974051467 0.735036100647535 0.0249420558327755
"PBK" -1.25616912196752 0.75834520932085 -0.837358991969835 -0.318007655279285 -0.464463532002355 -0.437343112888561 1.03205259068665 -0.139517722254642 0.168630358481599 2.56559193613336 -0.464718668037287 -0.466226376383753 -0.233166793066894 -0.180726633906458 0.382703792521371 0.030458522567642 1.40647716626937 1.19610196746771 -0.725413168255311 -0.00837419198074706 -0.660577403037739 0.306277098553945 0.943417041295342 -1.01514533121854 1.06224911336763 -0.976906104050247 -1.25778207716101 -0.296403302449936 1.83029133038331 0.0492973501545265 0.59166305029021 -0.0508997386805003 -0.114718476520624 1.0282099882603 0.0181904993599988 -2.33008061241546 -0.50918446293993 0.98477549843523 0.0157551820744391 0.61095423185509 -0.254277441097806 -0.266147508515406 -0.0188364678622344 0.524687736162972 -0.645729433462616 -0.38981275965727 -0.533179722423768 1.12554823332298 0.0659330174606141 1.77083751452578 -0.949604484343466 -1.45631607534909 -1.76558788432065 1.10091856772192 0.754561579323734 0.0946782214024284 -1.6534588764173 0.267314649570871 0.908528296538919 -0.373926884516194 -1.80862972818187 -0.721854487679057 0.860230582704646 0.154714752532391 -0.743333841557577 1.18411153263524 2.43902442164301 0.771635790526894 0.496775475590927 -0.438974239134569 -0.769945643572771 -0.560580630207055 -0.361616472474058 0.691964714174806 0.629531643813179 -1.07673514702608 -0.454079702139058 0.405913264630383 -1.73718918205715 0.622626025028609 0.490306722427789 0.807473964946579 2.03768898448564 -1.24606461169997 -2.72011607432185 0.21464220453592 0.0818085281644022 1.23066208281488 -1.02437965968058
"DNA2" 1.18207304698037 -0.87978855348208 -0.743606515011572 1.72517368902714 0.865426082786603 -0.142551961345728 0.798865204310287 1.00529720790592 -0.655063184891104 1.42513985009277 -0.982164726550668 -1.56230813653226 0.638633660963005 -0.433493054615121 -0.794800056286036 1.979139128966 0.185803716317708 -0.0644179487739292 -1.38538246689082 1.6371820035332 0.264349508683456 0.9843990523539 0.372572449417609 -0.634821593961333 1.24148436301522 -0.517375979840464 -0.633230573538735 -2.76903450697554 -0.517516245892778 -1.19679733746487 0.193317452095361 0.198078839521323 0.0116726252089735 2.31779580743629 0.663311569242965 0.308872956218701 0.0130018021574178 0.529746361180111 0.152272030622422 -0.0878482555217899 0.309445946036059 0.39115627904235 -0.160324769536698 0.437417564648626 -0.249973991776568 -0.115727281355311 -0.49605057651217 0.584728515216363 -0.612493684802564 1.38279896676609 -0.446147480532141 -0.882512788814717 -2.41448092963717 -0.0104032328337466 -0.378466797149529 -0.638374678660472 -1.22223746310799 -0.187159443697925 2.2512503891502 -0.718016777984539 -0.518631499899863 -0.777644952973169 -0.217560686383162 0.397308396860401 -0.327982522857102 1.31012993192769 1.41359145822724 1.17945050271067 -0.661146530777621 -1.67210329943282 1.94805335542877 0.382676540137666 0.56299128886593 0.289292481815968 0.626404048755056 -1.98580977770686 -0.729529678369868 -0.744255764052258 -2.18217668753072 -0.0590109479454594 -0.0662767436931628 0.106377542326368 0.364324038454596 -0.199498555070324 -1.33340730968708 0.382920024715575 -0.023529740951512 0.82899596994245 0.188214042242607
"LSM3" -0.824969651802056 -0.382261872361084 -0.465918917762299 -2.20002374218936 -0.228827739649242 -0.656714966513348 -0.00912089769985604 0.757651682079222 0.886415698279106 0.347136781630184 3.5179256979383 0.021533601893523 0.147888844570774 0.0177151941926425 -0.682576186640336 -2.31857538634655 1.79041128644801 -0.191328339240723 0.034662093746527 0.677099618254422 -0.105944785150604 1.1399846451157 1.09278195773667 -0.379660438743957 0.170294347808056 -0.269392369988884 0.450695967223122 0.502321602716733 -0.920103651271573 1.8201376227612 0.284406639001548 0.265788216537578 1.11438438363071 -1.04875822239767 0.867533451015411 -3.232093330251 0.385762492838574 0.177417004088676 0.600271679745277 1.16740682991915 0.172316227125843 -2.51506808489 -0.47521206601644 0.528886469941148 -0.79072580504148 0.0863370785015408 0.219150282889931 1.15642496420723 0.346423411219086 1.27540979328848 -0.209894938051569 -0.632871350236344 -0.902034259741469 1.03851984186546 0.883803107259586 -1.27954203886271 -0.791471990181487 -0.718212138538461 0.749766014119904 0.68209289255627 0.0995045638137377 -0.648450806101426 1.58850590770605 1.24928175868752 0.0963923352310937 -0.620298025441709 0.056446162915582 -0.824948355098553 -0.482784208104671 0.204547641481534 -0.407911967525683 -0.510743985146506 -0.394871025032883 -0.195695506336382 -0.132680356864377 0.596922471806052 0.51835030853288 0.416371703684534 -3.03200164514886 0.0611412122475788 -0.338056136874622 -0.00485735279805116 0.36186250332281 0.12029026956507 -0.423388989172352 -0.0746272883740517 0.536895603049834 -0.517982865438136 -0.4426681811631
"CENPM" 0.522038570003539 -0.565830210289691 -0.375020088055145 0.00250723019574276 -0.103516592776452 0.583738033612929 0.881053661976549 0.0110201140100585 0.588173440702008 1.6608629790613 -1.33826455392739 -0.306224026548992 0.995214120370939 -1.02893687267931 0.47359347871433 0.748841630118597 0.393883094585142 -0.0444190972362287 0.310344440837502 0.261903626130227 0.56228005398508 1.3065244872367 0.88656451205803 -1.52662000194801 1.77355538966196 -1.17080409443373 0.865272129433262 -0.852834869490698 0.846422381466075 -0.444263363157598 0.775434745757977 0.322594437501452 1.01958471904486 0.550767736755016 -0.986568353055006 0.0722656212612205 -0.421795412283929 -0.195462475946967 -0.857955014105126 -0.457921779978525 0.549180745633693 1.30410216025895 -2.04203595078753 -0.220019015405456 2.71409914378845 -0.511103111996649 -0.166267876513369 0.884308833002982 -0.467831454264095 0.397226421761398 -1.46986425598002 -1.80575948115346 -1.28519771398215 -0.402977666063766 -0.219098383406596 -0.473484947729501 -0.442301920765279 -0.441916301036141 1.64399685218049 1.40254415866614 -1.77682914880383 -1.50364735731788 -0.601081077583655 -0.736374733273877 -0.963979045348615 1.85451510081998 2.23348962368033 -0.0238359532505743 0.764432406096292 0.658795454508527 0.271136750390197 -0.820942878473879 -0.802213510693474 -1.16536402590758 -0.642026142421443 -0.824373997985591 0.58745942952979 1.09075868140537 -0.683054040942324 0.367857727173909 1.58805128777802 0.024264135366398 0.575923952719485 -0.72644395785727 -1.4884351341935 -1.24996446063004 -0.390666610295739 1.28420329109757 -1.5872598303624
"MCM5" 2.15791785129539 -0.676936996046432 0.525143949276467 1.27967613248299 -1.42842934477455 -0.98810059508489 -0.253988705373636 0.00581307980011602 0.583242248139445 0.284078603093069 -0.336659822688612 -1.13347672535843 1.22558515280013 -0.150484691046051 -0.42850427126865 -0.524445763626837 -0.104049391909112 -1.22506475738397 0.177866906793546 -1.51051224803792 -0.69939006563974 1.04582476552288 1.35426450708725 -1.16642293644056 1.26148595834792 1.28991900202101 1.34621185723085 -1.53826343025922 0.992802194708149 -0.929514869280361 0.552841726165763 -0.886293464847012 0.169822458529956 1.37997603347291 0.219747935834273 1.3582379893202 -0.6781227603233 -0.0982406941325484 0.721975403850347 -0.286024310852581 -0.457822217052594 1.20815661558841 -0.325440905015876 -0.875150778713369 3.13412483601888 1.74770179900014 -0.523849320307694 0.306762836593778 -0.591361702248004 -0.0807852620797743 0.0952383413009378 -0.0271473081843929 -0.186947894552725 -0.0873250204404169 -0.958899371481118 0.500199758720549 -1.34447142876931 -0.635974754822453 1.28405063928235 0.961606441591552 -0.195754592770246 -0.681604189606182 -0.92793875628298 0.0708980089638585 -0.569044090863042 1.49972933284728 -0.20654126625678 -1.13753184491971 1.94642788149851 1.09157347620434 1.0819909686307 -0.595125294082982 -0.998006613726298 -0.956565247774178 -0.845350319788987 -1.36721711109626 -0.0334853674808695 0.617313070798349 -0.898349809750788 0.973829624921711 1.17405399899349 0.0908887380622909 -0.717620332165824 -0.176123367950732 -1.41087512299789 -0.94424380881421 -0.692053557221154 0.729103471489092 -1.95455109468757
"KNSTRN" -0.692327453100535 -0.110820241835402 0.644034989067419 0.587482692170306 0.416680244909643 0.712313692829047 -0.864731743614481 0.76606401636586 1.37846565086905 1.70929264739359 0.0204051958426648 0.535340769710915 1.09290736288049 -0.550310534606802 -0.0711874707525624 -0.257968775761599 1.23077105558276 0.188123200831022 -0.50989080205522 -0.525369336010099 0.580100548472552 0.969815907904694 0.53258434581498 -0.427567603542305 0.693584384589331 -0.71421028413784 0.0766742474950725 -1.32963480293106 0.0111448679902667 -0.244702057012071 -0.915877376730338 0.355914235025498 1.1488880368904 -0.149959843928798 0.399024387696019 -0.415021666787179 0.202705998956036 -0.560822904120949 -1.19155063767632 -0.067253211357091 0.964900449010838 -1.18085562862523 -1.26107310618315 0.851588391349547 0.705063543666151 0.0974760250392796 -0.802824546847813 1.42281522840023 -0.852105027427243 1.59135110747978 1.13118349582528 -0.464604194426687 -0.939000976192394 -0.350133430592941 0.267170351463948 -1.86527475114402 -1.56882212582933 0.206647682082225 0.319703365253377 0.190807704893497 -0.270215066530743 -1.72784076253357 1.19894150740394 0.788625272260449 -1.64882914706659 0.879961609489722 0.265548451101281 0.251616719207221 -0.181990437711899 1.47036670851423 -0.506899235618026 1.98150040213293 1.95880767398932 2.10537870653534 -0.0975607217440804 -1.30582072008855 -0.448365753080873 -0.779799879786759 -4.11910715023379 0.388265517027361 0.878708628274457 0.361927257181873 -0.445297659615971 -0.61083325659134 -0.957074095246807 -0.856384639223374 -0.676096791642818 -0.303317630384808 -0.711340796540382
"INCENP" -0.193556776769829 -1.1327070252527 0.0804831600385992 -0.274206416859805 -0.0480397036170523 -1.72545581024364 -1.10710876878134 1.57365128365979 -0.40471950233411 1.55840485703929 -1.56994606456964 1.35209603132327 0.604794790647228 -1.05354594798559 -0.202315640826011 0.780714307064968 1.59633317761307 -0.958630683139646 -0.488047189546052 0.406532884184386 -0.86862886501977 1.26882340165724 0.718823180767266 -0.763240813104182 1.37695861340264 -0.334768388755139 -0.336152491642302 -1.83102385305443 -0.359995105256736 0.0145270254453703 -0.622152539652426 0.129902028124891 1.27506960260343 -0.142709563953115 1.05861246397565 1.55949879407412 -1.09492368343722 -0.349694309012223 1.09770437130434 0.879275765649244 0.810870342972176 0.781728822226951 -0.86935456331611 0.734693370917722 0.367193340747789 1.55948586473302 -0.402137486485922 1.90708809911497 -0.604748138212902 0.693355348631291 -1.50478859504871 -0.490174243487065 -1.02055155353977 -1.80964381155325 0.78285922786446 -0.344080951332248 -1.74742736169607 0.361125590426631 2.66509235581832 -0.203774783530184 -0.607273437641169 -1.8106390666288 0.0530144270293523 -0.451714804458509 -0.298760412818747 -0.424064345827239 0.612404658502908 0.926805747586237 0.658638251232847 0.295330326994511 -0.657082228461082 0.609967176320829 0.235242827081719 0.804714736423563 0.87748033489707 -0.98881673365694 1.54842622302271 -0.233027422907822 -0.706394437858209 0.529567384785559 1.04803447557315 0.418044208678682 0.0966234754161011 -0.494791011383932 -1.43792804573293 -1.49833571772669 -1.69246405447432 0.0316872415402047 -0.582137246521964
"CDCA5" -0.430894676294203 -0.676837370270825 -0.169888224013424 -0.780662256841742 0.0429677959846516 -0.11761167012475 -1.03386555395037 1.00696594584282 0.4040854243841 1.36499636098931 -1.27266875041659 0.343119054446116 1.02362816967578 -0.0236651494712091 -0.577144446538605 -0.339180662793047 0.95320802422383 -0.330673334140027 -0.279517235778941 0.74703818249426 -0.186959538757097 1.04696908623987 0.189269941490981 -1.15700561368156 1.15945099151412 -1.14711351636888 0.186847517967239 -1.70855001800345 0.726320178867505 0.014622246473905 0.135535802646698 0.24132627685715 1.98971933699794 -0.0390129370661348 0.868889411347334 -0.234271002667541 0.437026952248981 0.0613611486546639 0.275387184990288 0.45338282883544 0.696248668271788 -0.736378909599029 -0.859336118284065 0.399649003899936 1.53726469450112 0.191269656756618 0.0878808154500586 0.812617116479729 -0.365911044113641 0.996752285123861 -0.697708380001765 -1.76180164873384 -2.12245343163378 -1.00237186307915 0.285620354425796 -0.405522357302709 -1.09141266465681 1.29682015257943 1.62061842633676 0.442850645898275 -1.80631776505889 -2.21917963301284 0.348653787329987 -0.000251348249497469 -1.39223750142796 0.338703874365081 2.63552775997262 0.238631318588273 0.838837987423355 1.11128118791026 -0.336283793541017 0.697990770513443 0.829053119958773 1.12944565471949 0.455626199619155 -0.651797493742575 0.599473355526422 0.256796978994451 -2.1160330535361 0.24098069578616 1.90680616494516 0.313935558745737 -0.0645092913448613 -0.394969733722763 -2.85193747398666 -1.32881460661089 -0.969886255088273 0.256828290014792 -0.557646063403992
"CKS2" -0.719118640445425 0.768641457774117 -1.07379639461732 0.142139719350658 0.467921018299364 0.689750096492009 0.944219051303712 0.89594448199944 0.808012992344606 0.865100721882707 0.148561959287317 -0.526432882593045 0.0334579285675198 -0.253410915627725 -0.612316408888962 -0.0445539184044193 1.26487076542155 -0.064899687412733 -0.56069963329149 1.00952807224334 0.432246171383217 0.68967132428212 1.00983779023689 -0.264326304689484 1.1019500098803 -0.914176929452606 -0.020580300856474 -0.247578228249997 0.722857011104059 -0.261312055807631 -0.0668792649291869 -0.512285297441713 1.45050786622971 -0.342354374539343 0.476349606472815 -2.66355582326045 0.432953112890797 0.77739549487575 0.467647919762656 -0.526626246157373 -0.153566542181013 -2.48754211959143 -0.804528642991758 1.22486653304331 0.452983783901711 -0.609547893960774 -0.545735220173658 0.906866011498874 0.457797235558547 0.833152094578659 -0.946097660598069 -2.4081625579014 -1.35605309692336 0.0646982740688842 0.376170883592513 -1.77223121693894 -1.32542073342746 0.0506286343615183 1.19026990770211 -0.267809394190133 -1.90470481369753 -0.6946843545723 1.48940651606137 0.165582285506471 -0.631539577759765 0.975179309747465 0.842605351654415 -0.553633293055502 0.654414326305643 0.930009572178573 -0.376209117517243 0.335299194058606 0.414608206234009 1.44582832374642 0.401136637795843 -0.474409353366518 -0.252293976925798 0.996713322477907 -3.19191827398754 -0.683415581932842 0.584178774707584 1.24451992863418 2.08722241251529 -0.0893236912755243 -2.18149072925443 -0.605012109482486 0.737778129570403 -0.285243418713012 -0.18600354450104
"HAUS6" -0.451529047127822 0.729658934931597 -0.887891138802899 0.145279274604127 -0.828907444211469 1.5471803108174 0.316957148535753 2.20444394163413 -1.01520128260366 3.92124151185959 0.584507892304413 -0.226694246249958 -1.07267836980074 -0.528059305003663 -0.36500213867014 -0.139611284253181 -0.441117053141944 0.21388993999218 -0.425861949484682 1.86623576237331 1.79819553164192 -0.533854699740306 -0.414820133550638 -0.759809064642577 0.18106558665929 -0.524896853163519 0.0445310921482749 0.0253708354553521 -0.748483620569515 -1.11037842099589 -0.665827384434616 -0.0730672053895411 -1.13823160152839 -0.713312603846231 -0.760992166255389 -1.14952237538206 -0.028151994368415 -0.759335853530419 -0.602898606220137 -0.289854789826277 0.122625481243693 1.28302488487076 -0.514557034743367 -0.517518885112017 -0.507524976385542 0.39539537751901 0.553013295987437 -0.949004197371505 -0.54460025078185 0.55444098966866 -0.864763851144769 -0.497517599599716 -0.604609812609269 0.579597024146519 0.645107765534278 -1.11433689172694 -0.486788182202716 0.263663541443018 1.59458553915518 0.253157082810837 -0.758546211054372 -0.0437452121275761 0.595716135938747 -0.112451479518587 -1.66687369499029 0.761038112730228 1.18579449349723 0.763112687358091 0.621329007677242 -0.508111667999829 0.556650863486753 1.804777602322 2.18344296841298 2.68652079164934 1.04012910108609 -1.55899163055817 0.29322532974286 -0.731106311522265 -1.76958265409895 -1.14160224753329 -0.0666622425958972 0.761373356942854 -0.288502560438325 -1.25146470221647 -0.502155585328318 0.0933486333920286 0.321320662341048 -0.251831668362285 0.417891690902173
